City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Vardo,NO,2022-07-18 23:17:57,70.3705,31.1107,53.58,87,20,0.0
384,Algeciras,ES,2022-07-18 23:17:58,36.1333,-5.4505,74.88,73,0,4.61
385,Cabo San Lucas,MX,2022-07-18 23:17:58,22.8909,-109.9124,93.61,65,20,11.5
386,La Rioja,ES,2022-07-18 23:17:58,42.25,-2.5,78.58,26,1,8.95
387,Llanes,ES,2022-07-18 23:17:58,43.4198,-4.7549,69.26,84,59,7.31
388,Oranjestad,AW,2022-07-18 23:17:59,12.524,-70.027,82.35,78,20,19.57
389,Okahandja,NA,2022-07-18 23:17:59,-21.9833,16.9167,51.6,37,0,9.17
390,El Alto,PE,2022-07-18 23:17:59,-4.2714,-81.2147,64.06,82,92,17.49
391,Muravlenko,RU,2022-07-18 23:18:00,63.7898,74.523,61.57,59,68,11.83
392,Lashio,MM,2022-07-18 23:18:00,22.9333,97.75,68.7,99,99,1.79
393,Pedro Juan Caballero,PY,2022-07-18 23:18:00,-22.5472,-55.7333,67.41,56,76,5.99
394,Mosquera,CO,2022-07-18 23:18:01,4.7059,-74.2302,60.89,59,40,9.22
395,Fairview,US,2022-07-18 23:13:02,40.8126,-73.999,81.63,85,40,13.8
396,New Haven,US,2022-07-18 23:18:01,41.4001,-72.9329,76.37,84,100,9.22
397,Sitka,US,2022-07-18 23:18:02,57.0531,-135.33,55.29,82,100,4.61
398,Yerbogachen,RU,2022-07-18 23:18:02,61.2767,108.0108,62.51,68,37,7.31
399,Seminole,US,2022-07-18 23:18:03,28.7086,-81.2081,91.67,80,83,7.05
400,Olinda,BR,2022-07-18 23:18:03,-8.0089,-34.8553,78.53,69,75,13.8
401,Isangel,VU,2022-07-18 23:18:04,-19.55,169.2667,80.71,83,75,2.3
402,Areia Branca,BR,2022-07-18 23:18:04,-4.9561,-37.1369,79.18,76,71,16.26
403,Alofi,NU,2022-07-18 23:18:04,-19.0595,-169.9187,78.69,69,75,17.27
404,Port Hedland,AU,2022-07-18 23:18:05,-20.3167,118.5667,55.45,88,3,9.22
405,Ugoofaaru,MV,2022-07-18 23:18:05,5.6667,73.0,81.86,75,100,16.78
406,Uvat,RU,2022-07-18 23:18:06,59.1433,68.8953,56.14,74,46,3.18
407,Kurara,IN,2022-07-18 23:18:06,25.9833,79.9833,91.72,51,63,7.45
408,Gemena,CD,2022-07-18 23:18:06,3.25,19.7667,68.83,99,98,2.19
409,Balagansk,RU,2022-07-18 23:18:07,54.0103,103.0544,60.44,94,100,7.65
410,Selikhino,RU,2022-07-18 23:18:07,50.3672,137.4996,58.1,99,100,5.79
411,Yumen,CN,2022-07-18 23:18:07,40.2833,97.2,68.43,33,30,3.42
412,Barra Patuca,HN,2022-07-18 23:18:08,15.8,-84.2833,80.69,87,100,13.47
413,Anadyr,RU,2022-07-18 23:18:08,64.75,177.4833,54.1,46,0,24.61
414,Launceston,AU,2022-07-18 23:13:56,-41.45,147.1667,36.16,92,100,4.61
415,Taikang,CN,2022-07-18 23:19:08,46.8333,124.4167,70.68,83,62,7.16
416,Lindau,DE,2022-07-18 23:19:09,47.55,9.6833,72.68,50,21,4.61
417,Burgeo,CA,2022-07-18 23:15:26,47.6167,-57.6152,62.13,95,100,5.08
418,Kaseda,JP,2022-07-18 23:19:09,31.4167,130.3167,81.88,88,96,19.57
419,Grants,US,2022-07-18 23:19:10,35.1473,-107.8514,89.83,19,62,18.41
420,Hauzenberg,DE,2022-07-18 23:19:10,48.65,13.6333,65.86,73,76,2.93
421,Lake City,US,2022-07-18 23:19:11,30.1897,-82.6393,85.71,78,0,4.61
422,Forestville,US,2022-07-18 23:19:11,38.8451,-76.875,83.61,79,20,8.05
423,Liliongan,PH,2022-07-18 23:19:11,7.3628,124.7928,72.64,95,100,2.91
424,Suruc,TR,2022-07-18 23:19:12,36.9761,38.425,84.96,34,0,9.71
425,Biak,ID,2022-07-18 23:19:12,-0.9131,122.8766,74.1,86,100,7.74
426,Marsa Matruh,EG,2022-07-18 23:19:13,31.3525,27.2453,76.8,75,0,13.13
427,Waipawa,NZ,2022-07-18 23:19:13,-41.4122,175.5153,56.46,65,100,9.82
428,Banepa,NP,2022-07-18 23:19:13,27.6298,85.5214,68.32,94,75,4.61
429,Shirhatti,IN,2022-07-18 23:17:04,15.2333,75.5833,70.18,92,100,12.55
430,Broome,US,2022-07-18 23:19:14,42.2506,-75.833,75.61,83,20,8.05
431,Santa Vitoria Do Palmar,BR,2022-07-18 23:15:21,-33.5189,-53.3681,47.59,82,10,1.72
432,Tanah Merah,MY,2022-07-18 23:19:14,5.8,102.15,76.82,98,99,1.57
433,Namibe,AO,2022-07-18 23:19:15,-15.1961,12.1522,64.8,86,63,3.13
434,Zharkent,KZ,2022-07-18 23:19:15,44.1628,80.0,68.36,42,5,1.72
435,Senneterre,CA,2022-07-18 23:19:15,48.3835,-77.2328,74.66,66,65,6.46
436,Imperia,IT,2022-07-18 23:19:16,43.9667,7.7833,79.34,63,6,7.38
437,Yabrud,SY,2022-07-18 23:19:16,33.9674,36.6574,70.83,40,0,0.83
438,Dunedin,NZ,2022-07-18 23:16:19,-45.8742,170.5036,46.78,87,100,5.37
439,Bani Walid,LY,2022-07-18 23:19:17,31.7566,13.9942,74.28,61,0,6.08
440,Hasaki,JP,2022-07-18 23:19:17,35.7333,140.8333,82.8,87,100,14.54
441,Semikarakorsk,RU,2022-07-18 23:19:17,47.5194,40.8112,62.58,48,0,9.44
442,Kalaikunda,IN,2022-07-18 23:19:18,22.35,87.25,80.78,88,97,5.26
443,Komatipoort,ZA,2022-07-18 23:19:18,-25.4332,31.9548,62.42,79,0,2.33
444,Balikpapan,ID,2022-07-18 23:19:18,-1.2675,116.8289,76.19,100,20,3.44
445,Kaohsiung,TW,2022-07-18 23:19:18,22.6163,120.3133,85.95,83,75,4.61
446,Palmas,BR,2022-07-18 23:19:19,-10.2128,-48.3603,78.67,50,0,2.3
447,Nemuro,JP,2022-07-18 23:19:19,43.3236,145.575,60.64,99,100,7.76
448,Mitsamiouli,KM,2022-07-18 23:19:19,-11.3847,43.2844,75.52,74,34,11.7
449,Te Anau,NZ,2022-07-18 23:19:20,-45.4167,167.7167,41.9,97,100,4.38
450,Porto Novo,BJ,2022-07-18 23:19:20,6.4965,2.6036,76.82,83,82,6.04
451,Kharagpur,IN,2022-07-18 23:19:20,22.3333,87.3333,80.69,88,98,5.55
452,Hobyo,SO,2022-07-18 23:19:21,5.3505,48.5268,75.65,81,47,26.62
453,Sorong,ID,2022-07-18 23:19:21,-0.8833,131.25,77.54,86,97,5.01
454,Basco,PH,2022-07-18 23:19:22,20.4487,121.9702,85.19,78,74,14.52
455,Theunissen,ZA,2022-07-18 23:19:22,-28.411,26.7011,46.13,44,0,6.11
456,Ambovombe,MG,2022-07-18 23:19:22,-25.1667,46.0833,64.72,77,1,14.52
457,Pasni,PK,2022-07-18 23:19:23,25.2631,63.471,82.96,89,33,12.21
458,Ixtapa,MX,2022-07-18 23:16:52,20.7,-105.2,87.03,55,75,8.05
459,Bestobe,KZ,2022-07-18 23:19:23,52.4994,73.0975,62.65,59,25,5.28
460,Lobito,AO,2022-07-18 23:19:23,-12.3481,13.5456,68.92,84,75,4.72
461,Lewistown,US,2022-07-18 23:15:35,40.5992,-77.5714,78.19,100,0,9.22
462,Soyo,AO,2022-07-18 23:19:24,-6.1349,12.3689,70.32,88,4,6.29
463,Puerto Madryn,AR,2022-07-18 23:17:14,-42.7692,-65.0385,46.71,41,16,11.3
464,Tocopilla,CL,2022-07-18 23:20:24,-22.092,-70.1979,62.44,71,28,7.14
465,Port Hawkesbury,CA,2022-07-18 23:20:25,45.6169,-61.3485,79.72,69,0,8.05
466,Matara,LK,2022-07-18 23:20:25,5.9485,80.5353,78.98,83,68,14.97
467,Inta,RU,2022-07-18 23:20:25,66.0317,60.1659,59.32,78,12,3.2
468,Udachnyy,RU,2022-07-18 23:20:26,66.4167,112.4,50.45,100,99,7.09
469,Port Blair,IN,2022-07-18 23:20:26,11.6667,92.75,77.04,100,75,2.3
470,Nabire,ID,2022-07-18 23:20:27,-3.3667,135.4833,77.4,89,98,2.3
471,Anqing,CN,2022-07-18 23:20:27,30.5092,117.0506,81.9,78,99,2.53
472,Karwar,IN,2022-07-18 23:20:28,14.8,74.1333,77.18,86,100,7.05
473,Port Keats,AU,2022-07-18 23:20:28,-14.25,129.55,69.66,58,14,6.93
474,Arkhara,RU,2022-07-18 23:20:28,49.4212,130.0842,65.84,88,100,6.93
475,Mackay,AU,2022-07-18 23:20:29,-21.15,149.2,69.67,77,0,9.66
476,Grand-Santi,GF,2022-07-18 23:20:29,4.25,-54.3833,74.62,99,68,3.58
477,Tambopata,PE,2022-07-18 23:20:29,-12.7333,-69.1833,76.26,73,77,2.89
478,Daru,PG,2022-07-18 23:20:30,-9.0763,143.2092,77.38,90,91,16.24
479,Krasnaya Zarya,RU,2022-07-18 23:20:30,52.7825,37.6806,50.92,93,4,9.17
480,Griffith,US,2022-07-18 23:20:30,41.5284,-87.4237,87.94,48,0,1.01
481,Zyryanka,RU,2022-07-18 23:20:31,65.75,150.85,62.2,63,100,3.04
482,Khani,GE,2022-07-18 23:20:31,41.9563,42.9566,63.97,98,100,1.03
483,Erenhot,CN,2022-07-18 23:15:43,43.6475,111.9767,74.52,26,100,7.2
484,Kendari,ID,2022-07-18 23:20:32,-3.945,122.4989,73.98,94,100,1.86
485,Tambovka,RU,2022-07-18 23:20:32,50.0969,128.0489,71.2,80,61,3.13
486,Agropoli,IT,2022-07-18 23:20:32,40.3469,14.9966,79.09,51,44,4.88
487,Coquimbo,CL,2022-07-18 23:18:15,-29.9533,-71.3436,55.13,87,0,4.61
488,Fare,PF,2022-07-18 23:20:33,-16.7,-151.0167,75.54,71,9,4.18
489,Dubrovnik,HR,2022-07-18 23:20:33,42.6481,18.0922,85.64,18,0,20.71
490,Capreol,CA,2022-07-18 23:20:34,46.706,-80.9225,84.67,45,75,12.66
491,Marawi,PH,2022-07-18 23:20:34,7.9986,124.2928,69.12,95,100,2.64
492,Bilibino,RU,2022-07-18 23:20:34,68.0546,166.4372,48.97,58,100,2.06
493,Debre Sina,ET,2022-07-18 23:20:34,9.85,39.7667,57.72,68,86,4.21
494,Santa Rosa,PH,2022-07-18 23:16:55,14.3122,121.1114,82.38,85,86,3.36
495,Tambun,ID,2022-07-18 23:17:10,-6.2641,107.0712,78.69,89,53,2.93
496,Sturgeon Falls,CA,2022-07-18 23:20:35,46.3646,-79.9326,82.89,53,7,5.97
497,Tooele,US,2022-07-18 23:20:36,40.5308,-112.2983,96.3,26,0,6.91
498,Vila,PT,2022-07-18 23:20:37,42.0304,-8.1588,56.7,84,13,4.7
499,Kabalo,CD,2022-07-18 23:20:37,-6.05,26.9167,75.63,40,26,4.59
500,Hermosillo,MX,2022-07-18 23:20:37,29.0667,-110.9667,104.2,32,75,9.22
501,Ylivieska,FI,2022-07-18 23:20:38,64.0833,24.55,58.32,88,97,7.45
502,Kilindoni,TZ,2022-07-18 23:20:38,-7.9139,39.6668,76.06,75,18,16.44
503,Okakarara,NA,2022-07-18 23:20:39,-20.5833,17.4333,48.79,42,0,5.35
504,Okhotsk,RU,2022-07-18 23:20:39,59.3833,143.3,60.3,82,100,2.19
505,Manbij,SY,2022-07-18 23:20:40,36.5281,37.9549,82.72,39,0,10.67
506,Dickinson,US,2022-07-18 23:20:04,29.4608,-95.0513,97.12,63,40,20.71
507,Tarauaca,BR,2022-07-18 23:20:40,-8.1614,-70.7656,78.42,78,45,3.31
508,Lisakovsk,KZ,2022-07-18 23:20:41,52.5369,62.4936,65.93,82,0,6.22
509,Talara,PE,2022-07-18 23:20:41,-4.5772,-81.2719,66.96,77,40,10.36
510,Konotop,UA,2022-07-18 23:20:41,51.2403,33.2026,52.83,89,12,5.95
511,George,ZA,2022-07-18 23:21:42,-33.963,22.4617,54.95,94,100,3.44
512,Lazaro Cardenas,MX,2022-07-18 23:21:42,17.9583,-102.2,85.26,68,93,9.06
513,Erzin,TR,2022-07-18 23:21:43,36.9559,36.2,75.99,71,0,1.05
514,Huarmey,PE,2022-07-18 23:21:43,-10.0681,-78.1522,64.44,81,65,10.22
515,Kroya,ID,2022-07-18 23:21:44,-7.6331,109.2461,75.52,90,99,6.38
516,Le Mars,US,2022-07-18 23:21:44,42.7942,-96.1656,89.44,48,0,14.97
517,Sangod,IN,2022-07-18 23:21:45,24.9167,76.2833,85.75,74,60,2.21
518,Chebsara,RU,2022-07-18 23:21:45,59.2002,38.8356,54.97,83,100,4.99
519,Puerto El Triunfo,SV,2022-07-18 23:21:45,13.2833,-88.55,94.06,67,59,5.93
520,Conceicao Do Araguaia,BR,2022-07-18 23:21:46,-8.2578,-49.2647,78.17,37,6,2.55
521,Victoriaville,CA,2022-07-18 23:21:46,46.0501,-71.9658,70.48,98,100,5.39
522,Dese,ET,2022-07-18 23:21:47,11.1333,39.6333,58.14,75,93,2.06
523,Arlit,NE,2022-07-18 23:21:47,18.7369,7.3853,91.42,30,86,8.79
524,Ochakiv,UA,2022-07-18 23:21:47,46.6128,31.5498,67.57,50,35,8.72
525,Lewiston,US,2022-07-18 23:19:18,44.1003,-70.2148,72.9,96,100,8.05
526,Danielskuil,ZA,2022-07-18 23:21:48,-28.1887,23.5395,47.75,59,0,8.3
527,Kitimat,CA,2022-07-18 23:21:48,54.0524,-128.6534,64.78,98,100,4.43
528,Rawson,AR,2022-07-18 23:21:48,-43.3002,-65.1023,44.44,49,55,15.32
529,Willowmore,ZA,2022-07-18 23:21:48,-33.2926,23.4895,52.77,54,18,3.91
530,Semey,KZ,2022-07-18 23:21:49,50.4111,80.2275,60.17,58,45,6.29
531,Biltine,TD,2022-07-18 23:21:49,14.5333,20.9167,84.97,54,32,10.92
532,Egvekinot,RU,2022-07-18 23:21:50,66.3167,-179.1667,46.74,49,95,14.23
533,Zaysan,KZ,2022-07-18 23:21:50,47.4667,84.8667,58.55,45,0,8.43
534,Turukhansk,RU,2022-07-18 23:21:50,65.8167,87.9833,56.95,68,100,11.83
535,Christiansfeld,DK,2022-07-18 23:21:51,55.3582,9.487,61.05,94,91,3.44
536,Phan Thiet,VN,2022-07-18 23:19:54,10.9333,108.1,78.57,86,100,7.45
537,Lata,PT,2022-07-18 23:20:39,40.1629,-8.3327,59.59,97,10,1.21
538,Aasiaat,GL,2022-07-18 23:21:51,68.7098,-52.8699,41.05,85,64,7.07
539,Avera,US,2022-07-18 23:21:52,33.194,-82.5271,89.65,59,80,8.81
540,Liling,CN,2022-07-18 23:21:52,27.6667,113.5,76.46,98,100,3.69
541,Sangar,RU,2022-07-18 23:21:52,63.9242,127.4739,75.47,69,41,8.9
542,Ojinaga,MX,2022-07-18 23:21:52,29.5667,-104.4167,105.57,21,0,9.22
543,Santa Cruz,BO,2022-07-18 23:21:32,-17.8,-63.1667,73.45,73,75,11.5
544,Urengoy,RU,2022-07-18 23:21:53,65.9667,78.3667,56.93,67,87,11.34
545,Canela,BR,2022-07-18 23:18:19,-29.3656,-50.8156,49.28,94,5,2.46
546,Changji,CN,2022-07-18 23:21:53,44.0167,87.3167,75.99,46,20,4.47
547,Vostok,RU,2022-07-18 23:21:54,46.4856,135.8833,67.6,77,85,2.17
548,Brownwood,US,2022-07-18 23:19:01,31.7093,-98.9912,111.2,23,21,13.85
549,Saint George,US,2022-07-18 23:17:43,37.1041,-113.5841,103.42,19,0,18.41
550,Greensburg,US,2022-07-18 23:20:09,40.3015,-79.5389,77.0,83,75,8.05
551,Parauna,BR,2022-07-18 23:21:54,-16.9478,-50.4486,73.33,27,0,5.32
552,Cravo Norte,CO,2022-07-18 23:21:54,6.3017,-70.2041,76.15,89,99,3.49
553,Inongo,CD,2022-07-18 23:21:55,-1.95,18.2667,66.74,95,90,4.7
554,Ca Mau,VN,2022-07-18 23:21:55,9.1769,105.15,77.58,92,97,4.41
555,Ambilobe,MG,2022-07-18 23:22:55,-13.2,49.05,65.21,70,80,7.05
556,Antalaha,MG,2022-07-18 23:22:56,-14.9003,50.2788,67.44,82,84,11.27
557,Dinghai,CN,2022-07-18 23:22:56,26.2847,119.7936,85.12,92,100,13.69
558,Karratha,AU,2022-07-18 23:22:57,-20.7377,116.8463,66.18,68,2,7.49
559,San Carlos De Bariloche,AR,2022-07-18 23:22:57,-41.1456,-71.3082,29.95,74,0,3.44
560,Aktau,KZ,2022-07-18 23:22:57,43.65,51.2,79.38,46,0,8.99
561,Rosetown,CA,2022-07-18 23:22:58,51.5501,-108.0014,77.67,64,100,10.36
562,Safaga,EG,2022-07-18 23:22:58,26.7292,33.9365,87.53,42,14,4.43
563,Karasjok,NO,2022-07-18 23:22:59,69.4719,25.5112,50.5,91,83,4.7
564,Huangpi,CN,2022-07-18 23:22:59,30.8845,114.3779,84.31,79,0,8.95
565,Ismailia,EG,2022-07-18 23:22:59,30.6043,32.2723,75.42,76,0,3.09
566,Bodden Town,KY,2022-07-18 23:23:00,19.2833,-81.25,88.0,69,20,11.5
567,Labytnangi,RU,2022-07-18 23:23:00,66.6572,66.4183,60.1,67,100,5.08
568,Lodja,CD,2022-07-18 23:23:00,-3.4833,23.4333,73.72,63,90,2.28
569,Russell,US,2022-07-18 23:23:01,32.3502,-85.1999,91.0,58,0,4.61
570,Buenos Aires,AR,2022-07-18 23:18:29,-34.6132,-58.3772,55.13,49,0,3.44
571,Revelstoke,CA,2022-07-18 23:23:01,50.9832,-118.2023,75.22,50,0,10.36
572,Ipixuna,BR,2022-07-18 23:23:01,-1.7625,-48.8043,76.91,84,78,5.3
573,Pandan,PH,2022-07-18 23:23:02,14.0453,124.1694,81.1,85,21,4.07
574,Sobolevo,RU,2022-07-18 23:20:11,54.4299,31.8996,54.16,90,94,6.15
575,Timra,SE,2022-07-18 23:23:03,62.487,17.3257,54.68,100,0,3.44
